,sample,annotation
2198,twi,"[(0, 3, 'B-BRAND')]"
16032,перекрёсток зажигалк,"[(0, 11, 'B-BRAND'), (12, 20, 'B-TYPE')]"
25350,цаснок,"[(0, 6, 'B-TYPE')]"
4425,варено копчёный,"[(0, 15, 'B-TYPE')]"
6150,грйпфрут,"[(0, 8, 'B-TYPE')]"
14289,например boru,"[(0, 8, 'O'), (9, 13, 'B-BRAND')]"
17327,пора ах ода,"[(0, 3, 'O'), (4, 9, 'O')]"
822,flamen,"[(0, 6, 'B-BRAND')]"
15070,олента,"[(0, 6, 'B-TYPE')]"
21389,сочни,"[(0, 5, 'B-TYPE')]"
22996,твёрдый axe,"[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND')]"
8356,капченое,"[(0, 8, 'B-TYPE')]"
22003,супер семечковый,"[(0, 15, 'B-TYPE')]"
20931,сок добрый,"[(0, 3, 'B-TYPE'), (4, 10, 'B-BRAND')]"
12175,малярный инструмен,"[(0, 8, 'B-TYPE'), (9, 18, 'I-TYPE')]"
18922,рыба,"[(0, 5, 'B-TYPE')]"
15149,оомтик,"[(0, 6, 'B-TYPE')]"
9503,колпачок,"[(0, 8, 'B-TYPE')]"
21591,средство для мытьё детский посуда,"[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 18, 'O'), (19, 26, 'O'), (27, 33, 'O')]"
26599,ьсалфетки,"[(0, 9, 'B-TYPE')]"
25902,чипсы бекон,"[(0, 5, 'B-TYPE'), (6, 11, 'I-TYPE')]"
13575,морожнгое,"[(0, 9, 'B-TYPE')]"
3054,бананаы,"[(0, 7, 'B-TYPE')]"
20059,сеснок,"[(0, 6, 'B-TYPE')]"
24160,удлинитель,"[(0, 10, 'B-TYPE')]"
7218,замороженная цветной капуста,"[(0, 12, 'B-TYPE'), (13, 20, 'I-TYPE'), (21, 28, 'I-TYPE')]"
6722,дрожжево,"[(0, 8, 'B-TYPE')]"
3300,безлакозное,"[(0, 11, 'B-TYPE')]"
19694,сгушенное,"[(0, 9, 'B-TYPE')]"
23605,тоник,"[(0, 6, 'B-TYPE')]"
8519,картофег,"[(0, 8, 'B-TYPE')]"
16380,печение шар лиз,"[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND')]"
10682,криветки в рас оле,"[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O')]"
14295,напрлнител,"[(0, 10, 'B-TYPE')]"
22338,сыр косичка,"[(0, 3, 'B-TYPE'), (4, 11, 'I-TYPE')]"
10998,кукуруз аи,"[(0, 9, 'B-TYPE')]"
12600,маслосли,"[(0, 8, 'B-TYPE')]"
17216,помидор свежий,"[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]"
11271,лаваш ат рус,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]"
26974,ягода свежий,"[(0, 5, 'B-TYPE'), (6, 12, 'I-TYPE')]"
19846,сельддь,"[(0, 7, 'B-TYPE')]"
7643,изюм,"[(0, 6, 'B-TYPE')]"
16438,пжаной,"[(0, 6, 'B-TYPE')]"
14422,нергетик,"[(0, 8, 'B-TYPE')]"
19835,сел еду,"[(0, 6, 'B-TYPE')]"
22689,сырокопчёный fialc,"[(0, 12, 'B-TYPE'), (13, 18, 'B-BRAND')]"
10093,корнешены,"[(0, 9, 'B-TYPE')]"
1481,micvimex,"[(0, 8, 'B-BRAND')]"
4873,витамин,"[(0, 7, 'B-TYPE')]"
13087,много зерновой,"[(0, 13, 'B-TYPE')]"
16002,пензенский творог,"[(0, 10, 'B-BRAND'), (11, 17, 'B-TYPE')]"
8038,йяцо,"[(0, 4, 'B-TYPE')]"
12342,марковь по корейски,"[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 19, 'O')]"
19719,сгущенн,"[(0, 8, 'B-TYPE')]"
22400,сыр пластинка,"[(0, 3, 'B-TYPE'), (4, 13, 'I-TYPE')]"
21310,соус де лик,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND')]"
25522,чай красный цена,"[(0, 3, 'B-TYPE'), (4, 11, 'B-BRAND'), (12, 16, 'I-BRAND')]"
5797,горошкк,"[(0, 7, 'B-TYPE')]"
11485,лесной,"[(0, 6, 'B-TYPE')]"
5232,вяленый,"[(0, 7, 'B-TYPE')]"
21467,специя для птица,"[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 15, 'O')]"
6645,долиоак,"[(0, 7, 'B-TYPE')]"
15534,палочка,"[(0, 7, 'B-TYPE')]"
5490,гель для унитаз,"[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 16, 'O')]"
768,fackelmann хлебнуть,"[(0, 10, 'B-BRAND'), (11, 17, 'B-TYPE')]"
18449,рейфрут,"[(0, 7, 'B-TYPE')]"
23570,томат вяленый,"[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE')]"
7311,зелёный фасоль,"[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]"
24861,халу ми,"[(0, 6, 'B-BRAND')]"
27167,якшино,"[(0, 6, 'B-TYPE')]"
20908,сок без сах,"[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 11, 'O')]"
2717,апельсмнтвый,"[(0, 12, 'B-TYPE')]"
2079,sonnentor ваня,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE')]"
25298,храхмал,"[(0, 7, 'B-TYPE')]"
951,goril,"[(0, 5, 'B-BRAND')]"
24442,фенхель айдиг,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]"
2482,адыгейский,"[(0, 10, 'B-TYPE')]"
9181,коба чеки,"[(0, 8, 'B-TYPE')]"
1759,pasteron,"[(0, 8, 'B-BRAND')]"
9984,корица,"[(0, 6, 'B-TYPE')]"
20806,сова,"[(0, 4, 'B-TYPE')]"
23088,творог нежный мягки,"[(0, 6, 'B-TYPE'), (7, 13, 'I-TYPE'), (14, 19, 'I-TYPE')]"
9916,корж,"[(0, 4, 'B-TYPE')]"
21566,средсдво для детский,"[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 20, 'O')]"
24917,химия для туалет,"[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 17, 'O')]"
20085,сигара kent,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]"
4243,бюстгальтер omsa,"[(0, 11, 'B-TYPE'), (12, 16, 'B-BRAND')]"
17072,полотоенца,"[(0, 10, 'B-TYPE')]"
19816,секц,"[(0, 4, 'B-TYPE')]"
13395,морковб,"[(0, 7, 'B-TYPE')]"
4944,влажники,"[(0, 8, 'B-TYPE')]"
17350,порошок typhoon,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND')]"
5588,глия,"[(0, 4, 'O')]"
16241,петрохолод,"[(0, 10, 'B-BRAND')]"
10395,крабовый рус кое море,"[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND'), (16, 20, 'I-BRAND')]"
19097,сак ароны,"[(0, 8, 'B-TYPE')]"
4757,виктория,"[(0, 8, 'B-BRAND')]"
4380,варёный сгущёнка,"[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE')]"
22704,сырокопчёный кол баск,"[(0, 12, 'B-TYPE'), (13, 20, 'I-TYPE')]"
13472,моркраь,"[(0, 7, 'B-TYPE')]"
22359,сыр мас,"[(0, 3, 'B-TYPE'), (4, 7, 'I-TYPE')]"
19956,семечки не жвркные,"[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 18, 'O')]"
12997,мира торг кровяной,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE')]"
5299,газировать,"[(0, 9, 'B-TYPE')]"
1990,seiait,"[(0, 6, 'O')]"
12312,маринованный lorado,"[(0, 12, 'B-TYPE'), (13, 19, 'B-BRAND')]"
12951,мини круа,"[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE')]"
17589,приправа чёрный перец,"[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE'), (16, 21, 'I-TYPE')]"
13490,мороженый,"[(0, 9, 'B-TYPE')]"
4971,вода 1 литр,"[(0, 4, 'B-TYPE'), (5, 6, 'B-VOLUME'), (7, 11, 'I-VOLUME')]"
26883,яблко,"[(0, 5, 'B-TYPE')]"
13226,молоко топ ле,"[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE')]"
6783,еабачки,"[(0, 7, 'B-TYPE')]"
3600,блин блинчик,"[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE')]"
22874,таматная,"[(0, 8, 'B-TYPE')]"
24993,хлеб край каравай,"[(0, 4, 'B-TYPE'), (5, 9, 'B-BRAND'), (10, 17, 'I-BRAND')]"
27222,ячмен,"[(0, 5, 'B-TYPE')]"
8070,кабачковый,"[(0, 10, 'B-TYPE')]"
8577,картоффел,"[(0, 9, 'B-TYPE')]"
7973,йогурт с ша миками,"[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 17, 'O')]"
10314,кофейник vitesse,"[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND')]"
1625,nestle желе,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE')]"
16920,подгузник merri,"[(0, 10, 'B-TYPE'), (11, 16, 'B-BRAND')]"
25150,хлебь,"[(0, 5, 'B-TYPE')]"
7970,йогурт с хруст,"[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 14, 'O')]"
13224,молоко тема,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]"
4212,бхиолакт,"[(0, 8, 'B-TYPE')]"
6456,детский зубной паста,"[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE'), (15, 20, 'I-TYPE')]"
19891,сельдь среднесолёный,"[(0, 6, 'B-TYPE'), (7, 20, 'I-TYPE')]"
24777,фужер бокал,"[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]"
9524,ком бо,"[(0, 5, 'B-TYPE')]"
23496,тома ат,"[(0, 6, 'B-TYPE')]"
11694,ломтик,"[(0, 7, 'B-TYPE')]"
2708,апельсиновый,"[(0, 12, 'B-TYPE')]"
21415,спагетти красный цена,"[(0, 8, 'B-TYPE'), (9, 16, 'O'), (17, 21, 'O')]"
6514,джин,"[(0, 4, 'B-TYPE'), (5, 6, 'B-BRAND')]"
4662,веру ты,"[(0, 6, 'B-TYPE')]"
20405,сливочный чесночный,"[(0, 8, 'B-TYPE'), (9, 18, 'I-TYPE')]"
1854,raffae,"[(0, 6, 'B-BRAND')]"
3072,бананы 1,"[(0, 7, 'B-TYPE')]"
19256,салфетка для то кухни,"[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 20, 'O')]"
19414,саха ар,"[(0, 6, 'B-TYPE')]"
25781,чеснок в упаковка,"[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 17, 'O')]"
14755,овсянная,"[(0, 8, 'B-TYPE')]"
1645,ntene r v,"[(0, 5, 'O'), (6, 9, 'O')]"
3417,белочка водка,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE')]"
3476,билл акт,"[(0, 7, 'B-BRAND')]"
26649,эклр,"[(0, 4, 'O')]"
11053,кумкват,"[(0, 7, 'B-TYPE')]"
1792,picmic,"[(0, 6, 'B-BRAND')]"
13718,мсетана,"[(0, 7, 'B-TYPE')]"
15114,оми гири,"[(0, 7, 'B-TYPE')]"
3797,бри ош,"[(0, 5, 'B-TYPE')]"
3368,белещна,"[(0, 7, 'B-TYPE')]"
11559,лимон аж,"[(0, 7, 'B-TYPE')]"
7196,заливноч,"[(0, 8, 'B-TYPE')]"
26772,энергнетик,"[(0, 10, 'B-TYPE')]"
21493,спич,"[(0, 5, 'B-TYPE')]"
22408,сыр полу тв,"[(0, 3, 'B-TYPE'), (4, 10, 'I-TYPE')]"
11641,лист для суша,"[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 15, 'O')]"
8795,квас живой,"[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE')]"
26303,шоколад без сахар,"[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 18, 'O')]"
126,artfruit виш,"[(0, 8, 'B-BRAND'), (9, 12, 'B-TYPE')]"
5959,гребы,"[(0, 5, 'B-TYPE')]"
20260,скумбрия,"[(0, 8, 'B-TYPE')]"
13635,морской капуста,"[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]"
15343,отвёртка g g,"[(0, 8, 'B-TYPE'), (9, 12, 'B-BRAND')]"
4451,варёный,"[(0, 7, 'B-TYPE')]"
7147,зажиалка,"[(0, 8, 'B-TYPE')]"
19915,сем 4 чки,"[(0, 7, 'B-TYPE')]"
827,flatel тебе,"[(0, 6, 'B-BRAND'), (7, 11, 'O')]"
24174,удобрение подкорм,"[(0, 10, 'B-TYPE'), (11, 18, 'I-TYPE')]"
26760,энергики,"[(0, 8, 'B-TYPE')]"
17368,порошок стиральный,"[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE')]"
11473,лепёшка,"[(0, 7, 'B-TYPE')]"
7783,индейкп,"[(0, 7, 'B-TYPE')]"
10380,крабовый,"[(0, 8, 'B-TYPE')]"
26687,эльнергетик,"[(0, 11, 'B-TYPE')]"
2443,авокдао,"[(0, 7, 'B-TYPE')]"
24938,хлеб без дро,"[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 12, 'O')]"
10541,креветка,"[(0, 8, 'B-TYPE')]"
16729,плавленный сыр,"[(0, 10, 'B-TYPE'), (11, 14, 'I-TYPE')]"
814,fishka грена,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE')]"
22550,сырок,"[(0, 6, 'B-TYPE')]"
12999,мирералка,"[(0, 9, 'B-TYPE')]"
11397,ласка для шерсть,"[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O')]"
26000,чрнослив,"[(0, 8, 'B-TYPE')]"
26954,яболоко,"[(0, 7, 'B-TYPE')]"
14153,наггетсы сызран,"[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND')]"
12298,маринованная боярин,"[(0, 12, 'B-TYPE'), (13, 19, 'B-BRAND')]"
5779,горошек доя салат,"[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 19, 'O')]"
2116,sunfor,"[(0, 6, 'B-BRAND')]"
793,feniks пен,"[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE')]"
10147,кортошка,"[(0, 8, 'B-TYPE')]"
6898,жасминовый,"[(0, 10, 'B-TYPE')]"
2674,анчеусы,"[(0, 7, 'B-TYPE')]"
16478,пиво с гр,"[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 9, 'O')]"
15770,пастила,"[(0, 7, 'B-TYPE')]"
20609,смет ална,"[(0, 8, 'B-TYPE')]"
3756,бран за,"[(0, 6, 'B-TYPE')]"
2891,аыокадо,"[(0, 7, 'B-TYPE')]"
18755,ростагроэкспорт же,"[(0, 15, 'B-BRAND'), (16, 18, 'B-TYPE')]"
14382,нектар бел лак,"[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]"
20103,сигариллы,"[(0, 9, 'B-TYPE')]"
3228,баточик веусно полезный,"[(0, 7, 'B-TYPE'), (8, 14, 'O'), (15, 22, 'O')]"
7863,ирис стм,"[(0, 4, 'B-TYPE'), (5, 8, 'B-BRAND')]"
6359,даниловский,"[(0, 11, 'B-BRAND')]"
26172,шаспиньоны,"[(0, 10, 'B-TYPE')]"
23710,тортик шарл,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]"
22412,сыр пошехонский,"[(0, 3, 'B-TYPE'), (4, 15, 'I-TYPE')]"
13429,морковт по корейски,"[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 19, 'O')]"
11104,куриный голень,"[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]"
18249,радиоуправляемый игруш,"[(0, 16, 'B-TYPE'), (17, 22, 'I-TYPE')]"
13946,мюсли вастэ,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND')]"
4612,венский,"[(0, 7, 'B-TYPE')]"
19029,с пудовъ укро,"[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE')]"
2243,vasileosrovskoe медовуха,"[(0, 15, 'B-BRAND'), (16, 23, 'B-TYPE')]"
5373,галеты зерни,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]"
2336,york скрести,"[(0, 4, 'B-BRAND'), (5, 10, 'B-TYPE')]"
17334,пормидоры,"[(0, 9, 'B-TYPE')]"
11260,лабша,"[(0, 5, 'B-TYPE')]"
1120,jarko крышка,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE')]"
10789,круассаны,"[(0, 9, 'B-TYPE')]"
18588,рисл,"[(0, 4, 'B-TYPE')]"
419,champion галеты,"[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE')]"
922,gl pharmeuticals,"[(0, 2, 'O'), (3, 16, 'O')]"
9446,колблбаса,"[(0, 9, 'B-TYPE')]"
25053,хлеб тост,"[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE')]"
5408,гарбуша,"[(0, 7, 'B-TYPE')]"
5788,горошек пр ст,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]"
22126,сухой платочек,"[(0, 5, 'B-TYPE'), (6, 14, 'I-TYPE')]"
15374,охлажден ая,"[(0, 10, 'B-TYPE')]"
24051,тушёнка говяжья,"[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]"
21951,сумка commod,"[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND')]"
24519,фил ейска,"[(0, 8, 'B-TYPE')]"
17586,приправа уни,"[(0, 8, 'B-TYPE'), (9, 12, 'I-TYPE')]"
22149,сухой корм собака,"[(0, 5, 'B-TYPE'), (6, 10, 'I-TYPE'), (11, 16, 'O')]"
8389,карамель пр с,"[(0, 8, 'B-TYPE'), (9, 13, 'B-BRAND')]"
1970,scandi,"[(0, 6, 'B-BRAND')]"
11302,лаиц,"[(0, 4, 'B-TYPE')]"
4018,булочка для бурегра,"[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 19, 'O')]"
3687,болона,"[(0, 6, 'B-TYPE')]"
18381,рахат лук ум,"[(0, 5, 'B-TYPE'), (6, 11, 'I-TYPE')]"
20417,сливр,"[(0, 5, 'B-TYPE')]"
12790,мернералка,"[(0, 10, 'B-TYPE')]"
11246,кцрино,"[(0, 6, 'B-TYPE')]"
1248,lacti,"[(0, 5, 'B-TYPE')]"
2192,turatti,"[(0, 7, 'B-BRAND')]"
19096,сак аа,"[(0, 5, 'O')]"
9184,кобачкова,"[(0, 9, 'B-TYPE')]"
18574,рис пропаркный,"[(0, 3, 'B-TYPE'), (4, 14, 'I-TYPE')]"
4670,ветчега,"[(0, 7, 'B-TYPE')]"
21526,сп ред arl,"[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND')]"
5984,гремом,"[(0, 6, 'B-TYPE')]"
6565,дишрак,"[(0, 6, 'B-TYPE')]"
7804,инднцка,"[(0, 7, 'B-TYPE')]"
11954,майонез ростагроэкспо,"[(0, 7, 'B-TYPE'), (8, 21, 'B-BRAND')]"
6943,жевяючка,"[(0, 8, 'B-TYPE')]"
9510,кольц,"[(0, 5, 'B-TYPE')]"
10535,креветка очистить,"[(0, 8, 'B-TYPE'), (9, 18, 'I-TYPE')]"
18520,рис басма,"[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE')]"
17449,пр алин,"[(0, 6, 'B-TYPE')]"
14060,мяч unic to,"[(0, 3, 'B-TYPE'), (4, 11, 'B-BRAND')]"
16984,подужечки,"[(0, 9, 'B-TYPE')]"
20611,сметана 10,"[(0, 7, 'B-TYPE'), (8, 10, 'B-PERCENT')]"
7577,иасло,"[(0, 5, 'B-TYPE')]"
77,anikers,"[(0, 7, 'B-BRAND')]"
23930,тряпо,"[(0, 5, 'B-TYPE')]"
19282,салфкюетки,"[(0, 10, 'B-TYPE')]"
15524,палоч,"[(0, 5, 'B-TYPE')]"
21204,сосильки,"[(0, 8, 'B-TYPE')]"
25890,чи пса,"[(0, 5, 'B-TYPE')]"
23325,термабелье,"[(0, 10, 'B-TYPE')]"
22797,сэндвич бутерброд,"[(0, 9, 'B-TYPE'), (10, 20, 'I-TYPE')]"
25828,чечевица агро альян,"[(0, 8, 'B-TYPE'), (9, 19, 'B-BRAND')]"
9064,клабника,"[(0, 8, 'B-TYPE')]"
8007,йогутры,"[(0, 7, 'B-TYPE')]"
21852,сто ловы,"[(0, 7, 'B-TYPE')]"
5951,грачневые,"[(0, 9, 'B-TYPE')]"
11157,курица при оскол,"[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND')]"
3391,беллини сн,"[(0, 7, 'B-BRAND'), (8, 10, 'B-TYPE')]"
5415,гарнец му,"[(0, 6, 'B-BRAND'), (7, 9, 'B-TYPE')]"
18944,рыбоовощн,"[(0, 9, 'B-TYPE')]"
8162,календарь mi,"[(0, 9, 'B-TYPE'), (10, 12, 'B-BRAND')]"
19019,с пыл,"[(0, 1, 'O'), (2, 6, 'O')]"
5256,вяленый томат,"[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]"
3530,бифидоак,"[(0, 8, 'B-TYPE')]"
8567,картофк,"[(0, 7, 'B-TYPE')]"
1908,rowenta ф,"[(0, 7, 'B-BRAND'), (8, 9, 'B-TYPE')]"
26261,шлйки,"[(0, 5, 'B-TYPE')]"
235,bella диск,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE')]"
12219,мандарины без скоточек,"[(0, 9, 'B-TYPE'), (10, 13, 'O'), (14, 22, 'O')]"
17988,пт рожки,"[(0, 7, 'B-TYPE')]"
7984,йогурт шоколадный,"[(0, 6, 'B-TYPE'), (7, 17, 'I-TYPE')]"
9310,колбаса варен,"[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]"
3490,биокифир,"[(0, 8, 'B-TYPE')]"
14231,напиток santa,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]"
18378,рафин ир,"[(0, 7, 'B-TYPE')]"
19208,сало мк,"[(0, 6, 'B-TYPE')]"
26293,шо кол,"[(0, 5, 'B-TYPE')]"
10568,крекер,"[(0, 7, 'B-TYPE')]"
1342,lir,"[(0, 3, 'B-BRAND')]"
8512,картон ал,"[(0, 8, 'B-TYPE')]"
1619,nestage,"[(0, 7, 'B-BRAND')]"
5287,газетя,"[(0, 6, 'B-TYPE')]"
18444,резинка жевательн,"[(0, 8, 'B-TYPE'), (9, 18, 'I-TYPE')]"
7041,жидкое мыло,"[(0, 10, 'B-TYPE')]"
2219,umka сп рей,"[(0, 4, 'B-BRAND'), (5, 10, 'B-TYPE')]"
9865,копченное,"[(0, 9, 'B-TYPE')]"
22422,сыр роси,"[(0, 3, 'B-TYPE'), (4, 8, 'I-TYPE')]"
16644,пицца ассорти,"[(0, 5, 'B-TYPE'), (6, 13, 'I-TYPE')]"
26657,экомилк мар гари,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE')]"
12977,миннралка,"[(0, 9, 'B-TYPE')]"
25477,чаеи,"[(0, 4, 'B-TYPE')]"
20128,сиейк,"[(0, 5, 'B-TYPE')]"
14594,ну тула,"[(0, 6, 'B-TYPE')]"
18410,редб,"[(0, 4, 'B-BRAND')]"
6988,же лен вареник,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE')]"
20618,сметана вкуснотеево,"[(0, 7, 'B-TYPE'), (8, 19, 'B-BRAND')]"
1917,royal кружка,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE')]"
1828,pulp,"[(0, 4, 'B-TYPE')]"
9765,конфета с ореховый,"[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 18, 'O')]"
12607,масляна,"[(0, 7, 'B-TYPE')]"
12941,минеркалка,"[(0, 10, 'B-TYPE')]"
6233,груша производство,"[(0, 5, 'B-TYPE'), (6, 17, 'B-BRAND')]"
26359,шоколадный печение,"[(0, 10, 'B-TYPE'), (11, 18, 'I-TYPE')]"
6283,губки доя посуда,"[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O')]"
4208,буш идо,"[(0, 6, 'B-BRAND')]"
12819,мешок жля мусор,"[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O')]"
16608,пит роукт,"[(0, 9, 'O')]"
25299,хребцы,"[(0, 6, 'B-TYPE')]"
9333,колбаса кавказский,"[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE')]"
6469,детский сок,"[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE')]"
26466,шпрот брать,"[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND')]"
13746,мука,"[(0, 3, 'B-TYPE')]"
15385,охлажден но,"[(0, 10, 'B-TYPE')]"
13703,мраморный,"[(0, 9, 'B-TYPE')]"
10954,кубик,"[(0, 6, 'B-TYPE')]"
846,fresh bar jelly,"[(0, 5, 'B-BRAND'), (6, 9, 'I-BRAND'), (10, 15, 'I-BRAND')]"
20673,сметаный карельски,"[(0, 8, 'B-TYPE'), (9, 18, 'B-BRAND')]"
5560,гилауроновый,"[(0, 12, 'B-TYPE')]"
13234,молоко,"[(0, 7, 'B-TYPE')]"
14309,наручный час,"[(0, 8, 'B-TYPE'), (9, 12, 'I-TYPE')]"
18935,рыбны,"[(0, 5, 'B-TYPE')]"
13917,мыравейник,"[(0, 10, 'B-TYPE')]"
117,aroma,"[(0, 5, 'B-TYPE')]"
8837,кедров,"[(0, 6, 'B-TYPE')]"
22350,сыр лёгкий 15,"[(0, 3, 'B-TYPE'), (4, 10, 'I-TYPE'), (11, 14, 'B-PERCENT')]"
24579,фол га,"[(0, 5, 'B-TYPE')]"
14043,мясоовощны,"[(0, 10, 'B-TYPE')]"
8659,кастрюля liberhau,"[(0, 8, 'B-TYPE'), (9, 17, 'B-BRAND')]"
23873,трусик lovul,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]"
16389,печение lai,"[(0, 8, 'B-TYPE'), (9, 12, 'B-BRAND')]"
5342,гази рока,"[(0, 8, 'B-TYPE')]"
9111,клубника artfru,"[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND')]"
10787,круассанх,"[(0, 9, 'B-TYPE')]"
4324,вани лир,"[(0, 7, 'B-TYPE')]"
17447,пр ст цик ори,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE')]"
2590,альбом,"[(0, 6, 'B-TYPE')]"
24818,хал аа,"[(0, 5, 'B-TYPE')]"
13046,мицеллярная вода,"[(0, 11, 'B-TYPE'), (12, 16, 'I-TYPE')]"
25736,чернослив ампер сан,"[(0, 9, 'B-TYPE'), (10, 18, 'B-BRAND')]"
20119,сидр vasileosrovsko,"[(0, 4, 'B-TYPE'), (5, 19, 'B-BRAND')]"
13918,мырки,"[(0, 5, 'B-TYPE')]"
10589,крем laima,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND')]"
19901,сельсктй,"[(0, 8, 'B-TYPE')]"
23370,тесто на пельмени,"[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 17, 'O')]"
11613,лиронас креке,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE')]"
6767,дымка крекер,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE')]"
5622,говядина с о,"[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 12, 'O')]"
1605,nemiroff лик,"[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE')]"
18117,пылесос,"[(0, 9, 'B-TYPE')]"
26371,шоколадный подушечка,"[(0, 10, 'B-TYPE'), (11, 20, 'I-TYPE')]"
25888,чип мы из печь,"[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 13, 'O')]"
3812,бритвенный стан,"[(0, 10, 'B-TYPE'), (11, 15, 'I-TYPE')]"
